listing_id,vin,make,model,year,trim,body_type,fuel_type,transmission,mileage,price,condition,location,seller_type,features
1071,Y8PX37MH82YPC1805,Tata,Harrier,2023,LTZ,Van,CNG,Automatic,23763,14740.0,good,"Saint Céline, PACA, France",Dealer,"Alloy Wheels, Backup Camera, Fog Lights, Heated Seats, Lane Keep Assist, Leather Seats, Wireless Charging"
1072,GZADUGPM4AT4X3967,Kia,Seltos,2019,Platinum,Pickup,Petrol,Automatic,159377,6688.0,fair,"Aurangabad, WB, India",Dealer,"Alloy Wheels, Backup Camera, Bluetooth, Heated Seats, LED Headlights, Parking Sensors, Sunroof"
1073,XTM0H63EXDNPE0725,Kia,Sorento,2012,Performance,Pickup,Diesel,DCT,140756,2129.0,excellent,"Port Elizabeth, EC, South Africa",Dealer,"Backup Camera, Bluetooth, Keyless Entry, Push Button Start"
1074,DEVUHVGD6007G2793,Maruti,Wagon R,2019,Long Range,SUV,Hybrid,Automatic,46546,9004.0,excellent,"Johannesburg, GP, South Africa",Dealer,"Alloy Wheels, Apple CarPlay, Blind Spot Monitor, Bluetooth, Heated Seats, Panoramic Roof, Parking Sensors, Ventilated Seats, Wireless Charging"
1075,GZ4WGV4U6JHSF3157,Ford,F-150,2018,LTZ,MPV,Hybrid,Automatic,67402,6378.0,good,"Donaldville, NIR, UK",Private Party,"Alloy Wheels, Keyless Entry, Navigation, Panoramic Roof, Sunroof, Ventilated Seats"
1076,RSDLJTBT2GNPX1784,Tesla,Model 3,2020,Base,Van,Petrol,Automatic,80159,13365.0,fair,"Ebermannstadt, BB, Germany",Private Party,"Adaptive Cruise Control, Backup Camera, Bluetooth, Lane Keep Assist, Leather Seats, Sunroof, Ventilated Seats"
1077,ESBVDLVW382BB7738,Hyundai,Sonata,2023,Trend,MPV,Petrol,Manual,14505,20670.0,excellent,"Kellyville, BC, Canada",Dealer,"Alloy Wheels, Apple CarPlay, Backup Camera, LED Headlights, Leather Seats"
1078,E0JDWY4M3F5629479,Volkswagen,Jetta,2025,Titanium,Convertible,Petrol,Automatic,0,41246.0,excellent,"西多摩郡奥多摩町, Tokyo, Japan",Dealer,"Adaptive Cruise Control, Android Auto, Apple CarPlay, Fog Lights, Keyless Entry, LED Headlights, Lane Keep Assist, Navigation, Sunroof"
1079,M665VJ0X4NSJE7924,Hyundai,Creta,2021,Trend,Convertible,Hybrid,Automatic,66751,11928.0,fair,"das Neves, CE, Brazil",Dealer,"LED Headlights, Leather Seats, Panoramic Roof, Parking Sensors"
1080,JAP0YS3V2HHWG3121,Ford,Explorer,2018,Sport,Van,Plug-in Hybrid,Automatic,122024,6338.0,good,"Sangli-Miraj & Kupwad, HR, India",Private Party,"Apple CarPlay, Blind Spot Monitor, Lane Keep Assist, Parking Sensors, Push Button Start, Ventilated Seats, Wireless Charging"
1081,2PMSRYF41FT205394,Audi,A4,2021,LE,Hatchback,Electric,Manual,76641,14176.0,fair,"Rajpur Sonarpur, TN, India",Dealer,"Blind Spot Monitor, Lane Keep Assist, Navigation, Panoramic Roof, Sunroof"
1082,XKBJ75RS3F14D8255,Tesla,Model 3,2022,,Hatchback,Electric,AMT,50142,21965.0,good,"中野区, Osaka, Japan",Dealer,"Android Auto, Apple CarPlay, Navigation, Wireless Charging"
1083,986HAP1U9S6VV1173,Volkswagen,Taigun,2015,Long Range,Hatchback,Diesel,Manual,100025,2454.0,excellent,"North Emily, SCT, UK",Dealer,"Blind Spot Monitor, Fog Lights, Keyless Entry, Lane Keep Assist, Ventilated Seats"
1084,36XJ7UZV8SW8J2569,Skoda,Octavia,2013,Touring,Hatchback,Petrol,Manual,177760,1233.0,good,"Durban, NC, South Africa",Dealer,"Apple CarPlay, Bluetooth, Panoramic Roof, Sunroof"
1085,VZ2HMBDL6C49L8804,Ford,Explorer,2021,LT,Hatchback,Petrol,Automatic,62906,7871.0,good,"Rezende Alegre, RS, Brazil",Dealer,"Bluetooth, LED Headlights, Navigation, Push Button Start"
1086,S5M365P352AF75607,Hyundai,Sonata,2019,Titanium,Crossover,Petrol,Manual,92435,7851.0,excellent,"Port Brandon, TAS, Australia",Dealer,"Adaptive Cruise Control, Alloy Wheels, Android Auto, Leather Seats, Ventilated Seats, Wireless Charging"
1087,FUFBJ5HZ1971K2793,Volkswagen,Jetta,2016,LE,Van,Diesel,Manual,100537,3712.0,good,"Charlesberg, NSW, Australia",Dealer,"Android Auto, Leather Seats, Navigation, Ventilated Seats"
1088,Y4MFWA6R0XTHV2551,Tesla,Model 3,2019,LTZ,Pickup,CNG,Manual,89493,20493.0,excellent,"Stadtroda, RP, Germany",Private Party,"Android Auto, Fog Lights, Heated Seats, Lane Keep Assist, Leather Seats, Parking Sensors, Sunroof, Wireless Charging"
1089,ZLGNRPE08F87L4106,Tesla,Model 3,2019,Limited,Hatchback,Petrol,Automatic,130979,8979.0,like new,"Tenali, UP, India",Dealer,"Android Auto, LED Headlights, Push Button Start, Sunroof"
1090,MKKBRRJB1ZASR4037,Mercedes-Benz,GLC,2013,Touring,Sedan,Electric,DCT,99124,3433.0,good,"Rachelchester, NT, Australia",Private Party,"Blind Spot Monitor, Leather Seats, Parking Sensors, Ventilated Seats, Wireless Charging"
1091,W3AX4KWR96M7H8217,Toyota,Fortuner,2025,LE,MPV,Petrol,Automatic,0,30997.0,excellent,"South Derrickberg, ON, Canada",Dealer,"Adaptive Cruise Control, Android Auto, Backup Camera, Bluetooth, LED Headlights, Parking Sensors"
1092,UA88BZNLXRLGJ6332,Ford,Maverick,2020,,Coupe,Hybrid,Automatic,79927,15120.0,new,"Saint Alfred, HDF, France",Dealer,
1093,SKRACTRC3AYMA5571,Toyota,Innova,2012,LE,Crossover,Petrol,Manual,333638,1581.0,good,"Kakinada, WB, India",Dealer,"Alloy Wheels, Android Auto, Apple CarPlay, Backup Camera, Blind Spot Monitor, Fog Lights, Lane Keep Assist, Navigation, Wireless Charging"
1094,P41E75HL7J0VN0856,Hyundai,Creta,2021,SE,Pickup,Petrol,Automatic,48595,13921.0,fair,"Lake Victoriafort, NIR, UK",Dealer,"Adaptive Cruise Control, Fog Lights, Sunroof, Wireless Charging"
1095,GTVMULC16FVEE5227,Toyota,Fortuner,2013,SE,Van,Plug-in Hybrid,Manual,98125,2416.0,good,"East London, EC, South Africa",Private Party,
1096,DY864V6Z1HXNN9654,Skoda,Kushaq,2016,EX,Crossover,Petrol,Automatic,131072,4489.0,good,"Morvan-sur-Étienne, CVL, France",Dealer,"Adaptive Cruise Control, Apple CarPlay, Backup Camera, Fog Lights, Parking Sensors, Ventilated Seats"
1097,5SJZ807F11VC94321,Volkswagen,Tiguan,2020,,Sedan,Hybrid,Automatic,45832,10402.0,excellent,"Port Elizabeth, MP, South Africa",Dealer,
1098,V5EEW7BX5FBBV0901,Volkswagen,Taigun,2014,,Pickup,Hybrid,Automatic,166946,3969.0,good,"Saint Étienne, CVL, France",Private Party,"Apple CarPlay, Backup Camera, Fog Lights, LED Headlights, Sunroof, Ventilated Seats"
1099,95UXTXW57Z27W6124,Volkswagen,Taigun,2023,XLE,Sedan,Hybrid,CVT,25872,13194.0,fair,"St. Marymouth, SA, Australia",Dealer,"Alloy Wheels, Backup Camera, Blind Spot Monitor, LED Headlights, Lane Keep Assist, Navigation, Parking Sensors, Push Button Start, Sunroof"
1100,R4ND4W37407985606,Maruti,Ertiga,2016,Trend,Coupe,Diesel,Automatic,196777,2632.0,excellent,"八王子市, Fukuoka, Japan",Private Party,"Android Auto, Fog Lights, Keyless Entry, Parking Sensors, Wireless Charging"
1101,HEEPVZE615RTA8805,Tata,Harrier,2012,Trend,SUV,Diesel,DCT,123708,1157.0,fair,"Bloemfontein, NC, South Africa",Dealer,"Alloy Wheels, Apple CarPlay, Blind Spot Monitor, Keyless Entry, LED Headlights, Panoramic Roof, Wireless Charging"
1102,JJFD6YUW829X74994,Audi,Q5,2021,XSE,Hatchback,Electric,Automatic,47618,16529.0,good,"Newtonmouth, MB, Canada",Dealer,"Alloy Wheels, Apple CarPlay, Backup Camera, Blind Spot Monitor, Navigation, Panoramic Roof, Parking Sensors, Wireless Charging"
1103,5DKNVKLJ9L18D0434,Tesla,Model 3,2013,Sport,Pickup,Petrol,Automatic,149737,6579.0,excellent,"西多摩郡瑞穂町, Kanagawa, Japan",Dealer,"Alloy Wheels, Keyless Entry, Navigation, Panoramic Roof, Push Button Start"
1104,UMRW3VDG0WZ0C1271,BMW,5 Series,2014,LE,Crossover,Petrol,Manual,170627,3497.0,excellent,"South Jacqueline, NC, US",Private Party,"Alloy Wheels, Apple CarPlay, Backup Camera, Heated Seats, Parking Sensors, Wireless Charging"
1105,ZM0Z2R7MX1D0B4496,BMW,X5,2012,Platinum,Crossover,Petrol,Automatic,132641,2257.0,good,"Sullivanhaven, WA, Australia",Private Party,"Adaptive Cruise Control, Alloy Wheels, Backup Camera, Bluetooth, Keyless Entry, LED Headlights, Parking Sensors, Sunroof"
1106,KX5S2L1H6M80P9482,Hyundai,Creta,2021,,MPV,Electric,Automatic,25918,16018.0,good,"New Kristen, GA, US",Dealer,"Backup Camera, Blind Spot Monitor, Bluetooth, Lane Keep Assist, Leather Seats, Parking Sensors, Push Button Start"
1107,7MJK5L727LHEJ2389,Honda,CR-V,2012,SE,SUV,Hybrid,Automatic,337832,1652.0,good,"富津市, Kyoto, Japan",Certified Pre-Owned,"Adaptive Cruise Control, Alloy Wheels, Android Auto, Backup Camera, Blind Spot Monitor, Heated Seats, LED Headlights, Parking Sensors"
1108,6WYLFW1P8BZUW9050,Ford,Explorer,2015,Platinum,Convertible,Hybrid,AMT,158273,4745.0,excellent,"Buxar, TN, India",Certified Pre-Owned,"Alloy Wheels, LED Headlights, Leather Seats, Navigation, Sunroof"
1109,J3FN3BZZ0078C0535,Nissan,Magnite,2016,Trend,Van,Hybrid,Manual,209909,2826.0,good,"港区, Tokyo, Japan",Dealer,"Bluetooth, Heated Seats, Keyless Entry, Lane Keep Assist, Panoramic Roof, Parking Sensors, Ventilated Seats, Wireless Charging"
1110,ZTWPB4HL2BP5C5171,Mahindra,Scorpio,2019,LTZ,Crossover,Petrol,CVT,117060,5421.0,good,"Kaiserslautern, NI, Germany",Dealer,"Apple CarPlay, Bluetooth, Fog Lights, Lane Keep Assist, Sunroof"
1111,W06X20ZS3G8KN9401,Chevrolet,Equinox,2014,EX,Pickup,Petrol,CVT,166029,2570.0,good,"Durban, FS, South Africa",Dealer,
1112,XBS28KKA22KLJ3998,Toyota,Highlander,2025,Performance,MPV,Diesel,CVT,0,28595.0,good,"Benjaminview, ACT, Australia",Dealer,"Alloy Wheels, Blind Spot Monitor, Lane Keep Assist, Panoramic Roof, Parking Sensors, Ventilated Seats, Wireless Charging"
1113,B1W8NYPU9H5DJ9809,Nissan,Altima,2014,Sport,Sedan,Electric,Automatic,76716,3410.0,excellent,"Williamsburgh, GA, US",Dealer,"Bluetooth, Heated Seats, LED Headlights, Wireless Charging"
1114,9EAPPK4M1CA7Y7370,Tata,Nexon,2021,,Hatchback,Petrol,Manual,94614,5280.0,good,"東久留米市, Osaka, Japan",Dealer,"Apple CarPlay, Backup Camera, Fog Lights, Wireless Charging"
1115,FZ9SVJCJ895NT0915,BMW,5 Series,2012,Base,Coupe,Hybrid,AMT,138121,2507.0,good,"Johannesburg, FS, South Africa",Private Party,"Android Auto, Heated Seats, Lane Keep Assist, Navigation, Panoramic Roof, Sunroof, Ventilated Seats"
1116,16WCB3V27LSR38864,Audi,Q5,2015,Sport,Crossover,Petrol,Automatic,157209,6152.0,excellent,"Mahbubnagar, GJ, India",Dealer,"Fog Lights, Heated Seats, Keyless Entry, Panoramic Roof, Wireless Charging"
1117,CE87ZC037HT7G2157,Tesla,Model 3,2021,LT,Sedan,Hybrid,Manual,49277,9299.0,,"Port Elizabeth, GP, South Africa",Dealer,"Alloy Wheels, Backup Camera, Bluetooth, Fog Lights, Heated Seats, Keyless Entry, Navigation, Parking Sensors"
1118,PZ9YE51C1HFAZ2847,Mercedes-Benz,E-Class,2024,,Convertible,Petrol,Manual,7665,47755.0,good,"Davisbury, QC, Canada",Certified Pre-Owned,"Alloy Wheels, Apple CarPlay, Fog Lights, Heated Seats, Leather Seats, Navigation, Panoramic Roof, Wireless Charging"
1119,Y70YZ9NF5RFFV5392,BMW,3 Series,2023,,Van,Plug-in Hybrid,Manual,22913,39492.0,excellent,"Cape Town, WC, South Africa",Dealer,"Adaptive Cruise Control, Bluetooth, Lane Keep Assist, Parking Sensors"
1120,FWFB1VUN7Z8309944,Ford,Explorer,2006,XLE,Hatchback,Diesel,Automatic,415962,1210.0,good,"新宿区, Kyoto, Japan",Private Party,"Adaptive Cruise Control, Alloy Wheels, Android Auto, Backup Camera, Heated Seats, Lane Keep Assist, Parking Sensors, Sunroof"
1121,YAAP8XCR8PZ033391,Toyota,RAV4,2023,EX,MPV,Petrol,Automatic,25244,17782.0,good,"Weaverstad, QLD, Australia",Dealer,"Adaptive Cruise Control, Fog Lights, LED Headlights, Leather Seats"
1122,BS89VMLH6GSE19527,Kia,Sportage,2017,Limited,Coupe,Diesel,Automatic,63424,6543.0,good,"Port Melaniemouth, GA, US",Certified Pre-Owned,"Adaptive Cruise Control, Backup Camera, Fog Lights, Heated Seats, Leather Seats, Panoramic Roof, Sunroof, Wireless Charging"
1123,SPX6ER82828CV9664,Kia,Sorento,2020,SE,Hatchback,Hybrid,Automatic,52142,6075.0,fair,"Sales, AM, Brazil",Dealer,"Adaptive Cruise Control, LED Headlights, Lane Keep Assist, Panoramic Roof"
1124,L8WD6NN89FYNA0248,Nissan,Rogue,2022,Base,Sedan,Petrol,Manual,47893,9998.0,fair,"Fosterstad, ACT, Australia",Private Party,"Alloy Wheels, Backup Camera, Blind Spot Monitor, Fog Lights, Leather Seats, Sunroof"
1125,CN04WWYZ3BAWT0268,Tata,Harrier,2016,Performance,Coupe,Petrol,AMT,135319,2265.0,excellent,"Pretoria, NC, South Africa",Dealer,"Apple CarPlay, Backup Camera, Blind Spot Monitor, LED Headlights, Lane Keep Assist, Panoramic Roof, Ventilated Seats"
1126,HFS7DLPB0R8SW0126,Skoda,Slavia,2019,Sport,Sedan,Petrol,Manual,88614,6746.0,excellent,"Robertfort, QLD, Australia",Dealer,"Adaptive Cruise Control, Apple CarPlay, Blind Spot Monitor, Bluetooth, Fog Lights, Heated Seats, LED Headlights, Ventilated Seats, Wireless Charging"
1127,Y8HZMDKL4VPTB4744,Tesla,Model 3,2014,LTZ,MPV,Petrol,Automatic,246183,3363.0,excellent,"Berhampore, UP, India",Private Party,"Adaptive Cruise Control, Android Auto, Backup Camera, Heated Seats, Lane Keep Assist, Push Button Start"
1128,PCGJ1PP01BW3G0616,BMW,X3,2016,SE,SUV,Petrol,Automatic,77048,9421.0,good,"Aparecida de Minas, AM, Brazil",Private Party,
1129,66XPNYW749VAL6844,Toyota,Corolla,2025,L,Hatchback,Hybrid,Manual,0,22902.0,excellent,"横浜市青葉区, Osaka, Japan",Private Party,
1130,89S0GL4Y055C93698,Ford,Explorer,2011,EX,Hatchback,Hybrid,Manual,172996,1161.0,good,"East Josh, WLS, UK",Dealer,"Adaptive Cruise Control, Apple CarPlay, Blind Spot Monitor, Keyless Entry, Navigation, Panoramic Roof, Ventilated Seats"
1131,J1R6ZD3N0U7J79284,Toyota,Tacoma,2024,Long Range,Convertible,Petrol,DCT,13956,24373.0,fair,"Billyland, TX, US",Dealer,"Backup Camera, LED Headlights, Panoramic Roof, Parking Sensors, Sunroof"
1132,WW0UV6HK4B2WL3889,Nissan,Rogue,2017,SE,Pickup,CNG,Manual,112447,5772.0,good,"Waltonfurt, AB, Canada",Dealer,"Adaptive Cruise Control, Bluetooth, Heated Seats, Lane Keep Assist, Navigation, Parking Sensors, Ventilated Seats"
1133,71Z98PGG9ME1W4126,Skoda,Slavia,2022,Touring,Crossover,Diesel,Automatic,43908,15638.0,excellent,"Cape Town, FS, South Africa",Dealer,"Android Auto, Apple CarPlay, Backup Camera, LED Headlights, Panoramic Roof, Push Button Start"
1134,1DELSPE00L6659401,Kia,Sonet,2020,EX,SUV,Electric,Automatic,43522,8534.0,salvage,"Pretoria, NC, South Africa",Dealer,"Fog Lights, Heated Seats, Keyless Entry, LED Headlights, Leather Seats, Panoramic Roof, Ventilated Seats"
1135,29AVXW0T91HHE0168,Ford,F-150,2016,XSE,SUV,Electric,Automatic,166732,4289.0,good,"Göttingen, BW, Germany",Private Party,
1136,FF9HBL2M9YULV2146,Kia,Sorento,2019,LTZ,Hatchback,Petrol,CVT,71300,5229.0,good,"West Lori, NL, Canada",Dealer,"Adaptive Cruise Control, Alloy Wheels, Backup Camera, Blind Spot Monitor, Bluetooth, Heated Seats, Leather Seats"
1137,63WL2MXJ1BBE21551,Volkswagen,Jetta,2016,Performance,MPV,Petrol,Automatic,118956,2512.0,fair,"New Jordanberg, NIR, UK",Dealer,"Adaptive Cruise Control, Alloy Wheels, Blind Spot Monitor, Heated Seats, Keyless Entry, Ventilated Seats"
1138,100ZTXAW6KUMT5412,Audi,A6,2016,,Hatchback,Diesel,Automatic,120502,5591.0,good,"Vellore, HR, India",Dealer,"Android Auto, Fog Lights, Navigation, Push Button Start"
1139,GLRWV08X651N67481,Skoda,Octavia,2015,XLE,Van,Petrol,Automatic,165599,3645.0,excellent,"横浜市南区, Tokyo, Japan",Dealer,"Lane Keep Assist, Parking Sensors, Sunroof, Wireless Charging"
1140,VUGLZ01VXRHRN7441,Tata,Harrier,2014,Long Range,Crossover,Diesel,Manual,139122,1852.0,fair,"北区, Osaka, Japan",Dealer,"Adaptive Cruise Control, Fog Lights, Lane Keep Assist, Navigation, Parking Sensors, Push Button Start, Sunroof, Ventilated Seats, Wireless Charging"
1141,BENE39S154FHD1561,BMW,X5,2024,Premium,SUV,Electric,Manual,13149,52290.0,good,"Cordier, ARA, France",Private Party,"Alloy Wheels, Apple CarPlay, Blind Spot Monitor, LED Headlights, Leather Seats, Panoramic Roof, Parking Sensors"
1142,ZYTT45SBXYYMS0170,BMW,5 Series,2016,Platinum,Convertible,Electric,Manual,96848,8626.0,excellent,"Sousa, BA, Brazil",Dealer,"Alloy Wheels, Android Auto, Apple CarPlay, Bluetooth, Leather Seats, Sunroof"
1143,XGBCBXZE3NMYG2091,BMW,X3,2020,Long Range,Van,Diesel,Automatic,78941,18047.0,excellent,"西多摩郡瑞穂町, Okinawa, Japan",Certified Pre-Owned,"Alloy Wheels, Android Auto, Fog Lights, LED Headlights, Lane Keep Assist, Panoramic Roof, Parking Sensors, Ventilated Seats, Wireless Charging"
1144,UE6X0HSS23LZ06418,Ford,F-150,2013,,SUV,Petrol,Manual,307802,2066.0,good,"Sainte Joséphine, GES, France",Private Party,"Adaptive Cruise Control, Bluetooth, LED Headlights, Panoramic Roof, Push Button Start, Sunroof, Ventilated Seats"
1145,18P8HV6C416LE6669,Toyota,Innova,2018,Touring,Convertible,Petrol,CVT,102922,5066.0,fair,"Robertmouth, WA, US",Private Party,
1146,M7G5SEW700GKF4499,Skoda,Slavia,2009,Titanium,Van,Hybrid,Manual,223042,1196.0,excellent,"Pretoria, EC, South Africa",Dealer,"Adaptive Cruise Control, Alloy Wheels, Blind Spot Monitor, Bluetooth, Fog Lights, LED Headlights, Navigation, Push Button Start, Ventilated Seats"
1147,Y6BFEYSC7VPR34973,Volkswagen,Jetta,2025,SE,Crossover,Electric,Automatic,0,37226.0,good,"North Mirandatown, NC, US",Private Party,"Adaptive Cruise Control, Apple CarPlay, Backup Camera, Heated Seats, Keyless Entry, Lane Keep Assist, Panoramic Roof, Push Button Start, Sunroof"
1148,M8CS7FPA454NR7998,Hyundai,Tucson,2015,LTZ,SUV,Petrol,Manual,246381,2672.0,good,"世田谷区, Kanagawa, Japan",Dealer,"Android Auto, Apple CarPlay, Backup Camera, Blind Spot Monitor, Fog Lights, LED Headlights, Sunroof, Ventilated Seats"
1149,8SV3C88W8H4EY9864,Mahindra,Bolero,2012,Sport,Sedan,Diesel,Manual,261026,1289.0,good,"Viechtach, NI, Germany",Private Party,"Adaptive Cruise Control, Alloy Wheels, Keyless Entry, LED Headlights, Lane Keep Assist, Navigation, Panoramic Roof"
1150,ERGKUULA55B4W6007,Chevrolet,Malibu,2019,Base,Crossover,Electric,Automatic,66998,13768.0,excellent,"安房郡鋸南町, Osaka, Japan",Dealer,"Apple CarPlay, Backup Camera, Blind Spot Monitor, Heated Seats, Keyless Entry, Parking Sensors, Sunroof, Wireless Charging"
1151,BYVRPJ6A7D2203362,Ford,Explorer,2006,SE,Hatchback,Petrol,AMT,286507,1176.0,new,"白井市, Fukuoka, Japan",Private Party,"Alloy Wheels, Backup Camera, Heated Seats, Leather Seats, Navigation, Panoramic Roof, Ventilated Seats, Wireless Charging"
1152,WGHFGHD62WTZR6098,Audi,A6,2018,Touring,Crossover,Diesel,Automatic,74565,12883.0,new,"Jennifermouth, NJ, US",Dealer,"Alloy Wheels, Android Auto, Bluetooth, Heated Seats, Leather Seats, Panoramic Roof, Push Button Start, Sunroof, Wireless Charging"
1153,34DW5JR53B8A27871,Skoda,Octavia,2025,L,Sedan,Petrol,Automatic,0,27067.0,excellent,"Rodrigues, SP, Brazil",Dealer,"Android Auto, Bluetooth, Leather Seats, Panoramic Roof, Push Button Start, Sunroof, Wireless Charging"
1154,RF1KW8WZ3EX9U6689,Mercedes-Benz,E-Class,2016,Titanium,SUV,Petrol,Automatic,175405,7168.0,excellent,"Ramgarh, MH, India",Dealer,"Alloy Wheels, Apple CarPlay, Bluetooth, Sunroof"
1155,86Z5HHVG33VKS8045,Maruti,Swift,2023,Premium,MPV,Petrol,Automatic,28844,12526.0,good,"Sasaram, TG, India",Dealer,"Android Auto, Blind Spot Monitor, Fog Lights, LED Headlights, Lane Keep Assist, Navigation, Parking Sensors, Push Button Start, Sunroof"
1156,9ZP4MEBU0D8K66506,Chevrolet,Trax,2019,L,SUV,Petrol,Manual,47727,12832.0,excellent,"da Conceição Grande, BA, Brazil",Private Party,"Blind Spot Monitor, Bluetooth, LED Headlights, Leather Seats, Panoramic Roof, Parking Sensors, Push Button Start"
1157,JWREHP4K6Y09X3031,Kia,Sonet,2021,,Crossover,Electric,DCT,37347,15555.0,fair,"川崎市宮前区, Okinawa, Japan",Dealer,"Android Auto, Apple CarPlay, Backup Camera, Fog Lights, Heated Seats, Leather Seats, Parking Sensors, Push Button Start"
1158,28VP0PWW5AUTH6559,Maruti,Wagon R,2015,Long Range,Crossover,Diesel,Automatic,106053,1976.0,fair,"South Laura, NJ, US",Private Party,"Blind Spot Monitor, Bluetooth, Heated Seats, Leather Seats, Navigation, Push Button Start, Ventilated Seats"
1159,AN4TWA8E29RRL2622,BMW,X5,2012,Touring,Crossover,Diesel,Manual,153180,3448.0,good,"Turpin, OCC, France",Certified Pre-Owned,"Alloy Wheels, Fog Lights, Keyless Entry, LED Headlights, Panoramic Roof, Sunroof, Wireless Charging"
1160,WNW2FHJK904329505,Nissan,Altima,2019,Long Range,Convertible,Petrol,Automatic,84257,9730.0,good,"Guerra, PR, Brazil",Dealer,"Alloy Wheels, Bluetooth, Leather Seats, Navigation, Push Button Start"
1161,XVLKWUWJ370SG6334,BMW,3 Series,2013,Performance,Sedan,Electric,Automatic,163088,3131.0,good,"Lübben, TH, Germany",Certified Pre-Owned,"Alloy Wheels, Backup Camera, Heated Seats, LED Headlights, Leather Seats, Navigation, Parking Sensors, Ventilated Seats"
1162,C8WLXYMV1DET14398,Mercedes-Benz,C-Class,2008,Premium,Pickup,Electric,Automatic,194723,1508.0,fair,"Macedo, SP, Brazil",Private Party,"Adaptive Cruise Control, Apple CarPlay, Backup Camera, Fog Lights, LED Headlights, Navigation, Sunroof, Ventilated Seats, Wireless Charging"
1163,G9V6N8ZK2SUD88596,Mahindra,XUV700,2013,,Pickup,Petrol,Manual,284116,1885.0,excellent,"Saint GillesBourg, PDL, France",Dealer,"Android Auto, Apple CarPlay, Fog Lights, Leather Seats, Parking Sensors, Ventilated Seats"
1164,ABX6J3D2543C57232,Volkswagen,Tiguan,2019,,Sedan,Hybrid,Automatic,55049,7542.0,good,"Kenttown, ENG, UK",Dealer,"Adaptive Cruise Control, Android Auto, Apple CarPlay, Heated Seats, Keyless Entry, Lane Keep Assist, Navigation, Panoramic Roof"
1165,FWTFK9NU7Z3AS1592,Skoda,Kushaq,2021,Base,Convertible,Electric,CVT,57867,19672.0,good,"Schmitt, NAQ, France",Dealer,"Alloy Wheels, Android Auto, Apple CarPlay, Backup Camera, Blind Spot Monitor, LED Headlights, Leather Seats, Navigation, Push Button Start"
1166,5SPCSED43YGTY0187,Chevrolet,Equinox,2024,Limited,Sedan,Petrol,Automatic,15148,19761.0,good,"Sainte JacquesVille, ARA, France",Dealer,"Apple CarPlay, Heated Seats, Keyless Entry, Lane Keep Assist"
1167,7A3HZRD228WZX5502,BMW,3 Series,2024,Platinum,SUV,Petrol,Automatic,21235,26558.0,salvage,"Neustrelitz, SL, Germany",Private Party,"Adaptive Cruise Control, Alloy Wheels, Backup Camera, Blind Spot Monitor, Heated Seats, Lane Keep Assist, Leather Seats, Panoramic Roof, Ventilated Seats"
1168,U0NMK8817NCZ79305,Ford,F-150,2019,LE,Van,Hybrid,Manual,70403,10878.0,excellent,"Moers, NI, Germany",Dealer,"Adaptive Cruise Control, Bluetooth, Fog Lights, LED Headlights, Lane Keep Assist, Leather Seats, Sunroof, Ventilated Seats"
1169,L3LAF5FU5WG384912,Hyundai,i20,2020,Platinum,Hatchback,Petrol,Automatic,76320,5769.0,good,"Kennethmouth, NT, Australia",Private Party,"LED Headlights, Navigation, Sunroof, Ventilated Seats, Wireless Charging"
1170,VHFZWGCVX8B2W0216,Toyota,Innova,2012,Limited,Coupe,Petrol,Automatic,215137,1206.0,salvage,"Bennettland, WLS, UK",Certified Pre-Owned,"Apple CarPlay, Backup Camera, Blind Spot Monitor, Fog Lights, Lane Keep Assist"
1171,5L9AFNR6XLKDV7885,Maruti,Dzire,2014,,Pickup,Hybrid,Manual,220193,2161.0,excellent,"Roding, BY, Germany",Private Party,
1172,PRE7C48D4RVL33123,Toyota,Highlander,2016,Sport,Pickup,Petrol,Automatic,147855,4087.0,excellent,"Alanton, NIR, UK",Dealer,"Apple CarPlay, Backup Camera, Blind Spot Monitor, Push Button Start"
1173,85XLZDMM6EG3C9271,Tata,Nexon,2014,LTZ,Van,Diesel,Automatic,136083,1382.0,good,"Dodsontown, WA, Australia",Dealer,"Android Auto, Apple CarPlay, Bluetooth, LED Headlights, Leather Seats, Navigation, Parking Sensors, Ventilated Seats, Wireless Charging"
1174,UMPL43B055MX56718,Hyundai,Elantra,2017,LT,Van,Diesel,CVT,209993,3551.0,excellent,"Stendal, NI, Germany",Dealer,"Keyless Entry, LED Headlights, Lane Keep Assist, Panoramic Roof, Push Button Start, Sunroof"
1175,D9U3H2N29AB1T3180,Skoda,Kushaq,2013,Trend,SUV,Plug-in Hybrid,CVT,114500,2551.0,excellent,"West Lisatown, QC, Canada",Private Party,"Apple CarPlay, Backup Camera, Heated Seats, Leather Seats"
1176,4ZCKW9PG0HBGE5944,Ford,Escape,2014,LX,Pickup,Diesel,Manual,105990,3653.0,good,"Marcshire, QLD, Australia",Dealer,"Apple CarPlay, Leather Seats, Push Button Start, Sunroof"
1177,CK94UC3K47JAD4705,Chevrolet,Silverado,2014,EX,Hatchback,CNG,Automatic,242633,1408.0,good,"大網白里市, Kyoto, Japan",Dealer,"Android Auto, Bluetooth, Heated Seats, LED Headlights, Navigation, Push Button Start"
